travelCode,userCode,from,to,flightType,price,time,distance,agency,date
996,418,Chicago,New York,economic,243.84,4.38,1700,Rainbow,2024-05-04
997,94,Houston,Atlanta,firstClass,1245.02,6.28,2781,AirGo,2023-05-11
998,309,Fort Worth,Jacksonville,firstClass,2415.08,10.23,4548,AirGo,2024-02-28
999,274,Austin,Phoenix,business,772.81,6.1,2514,Cloudy,2024-07-05
1000,296,Boston,Miami,economic,594.57,7.93,3650,AirGo,2024-06-23
1001,186,San Diego,Chicago,economic,622.07,7.43,3463,SkyWay,2023-01-18
1002,151,Seattle,Phoenix,economic,139.95,3.84,988,Cloudy,2023-05-23
1003,61,Phoenix,Miami,firstClass,1057.87,5.79,2486,JetSet,2023-05-22
1004,360,Phoenix,Columbus,business,206.43,2.97,715,Rainbow,2023-02-25
1005,126,Miami,Chicago,firstClass,820.64,4.14,1795,Rainbow,2023-03-22
1006,384,New York,Atlanta,firstClass,829.68,5.1,1726,SkyWay,2023-05-24
1007,147,San Jose,Denver,firstClass,1697.06,7.69,3263,Rainbow,2023-01-14
1008,6,Phoenix,Los Angeles,business,191.54,2.93,763,Cloudy,2023-06-14
1009,117,Columbus,Seattle,business,784.63,7.1,2613,Cloudy,2024-12-27
1010,206,Philadelphia,San Jose,economic,844.95,10.61,4772,SkyWay,2023-08-05
1011,431,Los Angeles,Dallas,firstClass,1191.57,5.74,2004,Rainbow,2024-09-11
1012,332,Charlotte,Denver,firstClass,1573.34,9.38,3818,Cloudy,2024-01-16
1013,15,San Antonio,San Jose,economic,211.64,3.33,1355,CloudFy,2023-12-10
1014,97,San Jose,Philadelphia,business,431.59,3.34,1372,SkyWay,2023-11-13
1015,289,San Antonio,Los Angeles,economic,417.13,6.04,2705,AirGo,2023-02-15
1016,385,Seattle,Los Angeles,economic,426.21,6.79,3077,FlyingDrops,2024-01-01
1017,360,Fort Worth,Boston,economic,503.05,7.78,3076,JetSet,2023-05-13
1018,13,Houston,Jacksonville,firstClass,2574.67,9.9,4625,SkyWay,2023-06-03
1019,41,Fort Worth,Denver,business,199.67,2.55,806,JetSet,2024-04-19
1020,265,Chicago,Dallas,economic,214.33,4.96,1653,JetSet,2024-05-28
1021,320,Atlanta,Denver,firstClass,1879.58,10.01,4165,AirGo,2024-01-04
1022,39,Columbus,Los Angeles,business,1376.48,8.21,3675,CloudFy,2024-09-13
1023,445,Miami,Seattle,economic,107.13,1.96,622,AirGo,2024-07-14
1024,35,Chicago,Denver,economic,743.78,9.42,4225,FlyingDrops,2023-06-15
1025,133,Miami,Jacksonville,firstClass,657.92,3.07,1230,Cloudy,2024-04-16
1026,21,Dallas,Seattle,business,611.74,5.21,1650,FlyingDrops,2024-05-14
1027,488,San Jose,Columbus,firstClass,762.92,4.27,1556,FlyingDrops,2024-10-01
1028,22,Jacksonville,Chicago,business,1027.02,9.03,3884,SkyWay,2024-11-29
1029,82,Los Angeles,Dallas,business,136.05,1.86,565,SkyWay,2024-01-20
1030,239,Fort Worth,Chicago,economic,589.35,9.17,3680,Cloudy,2023-12-24
1031,394,Boston,Charlotte,economic,152.18,3.18,1203,Cloudy,2024-02-11
1032,109,San Antonio,Columbus,firstClass,615.98,3.03,1028,JetSet,2024-05-12
1033,75,Seattle,Houston,firstClass,1731.61,9.0,4223,JetSet,2024-04-26
1034,480,San Antonio,Jacksonville,business,257.89,3.49,756,AirGo,2023-03-05
1035,217,Jacksonville,Charlotte,firstClass,1282.04,5.08,2248,FlyingDrops,2024-12-01
1036,448,Dallas,Philadelphia,economic,239.69,3.93,1661,JetSet,2023-11-02
1037,48,Charlotte,Columbus,business,594.61,6.01,2253,Cloudy,2023-02-25
1038,275,Austin,San Jose,economic,308.58,5.28,2126,JetSet,2024-05-01
1039,102,Philadelphia,Charlotte,firstClass,1847.94,9.11,3687,Rainbow,2024-09-03
1040,256,Miami,Phoenix,firstClass,1783.2,6.71,3092,AirGo,2023-06-01
1041,483,Austin,Houston,business,1276.37,8.55,3829,AirGo,2024-04-06
1042,216,Phoenix,Seattle,business,437.24,3.15,1298,JetSet,2023-07-12
1043,498,Boston,Philadelphia,business,921.22,8.01,3592,JetSet,2023-07-15
1044,420,Miami,New York,firstClass,2007.08,7.48,3480,AirGo,2024-05-29
1045,219,Houston,Denver,business,1176.31,9.59,4235,SkyWay,2024-07-09
1046,84,Austin,Houston,economic,556.15,9.66,4258,SkyWay,2024-09-01
1047,45,Columbus,Fort Worth,firstClass,2176.12,9.62,4083,AirGo,2023-04-12
1048,384,Houston,Chicago,business,181.76,2.69,634,AirGo,2024-05-23
1049,149,Atlanta,Boston,economic,696.64,9.53,4138,AirGo,2024-11-14
1050,487,Columbus,San Antonio,economic,535.9,9.78,4224,Rainbow,2024-04-25
1051,260,Jacksonville,Seattle,firstClass,1718.68,8.0,3742,FlyingDrops,2023-08-18
1052,17,Dallas,San Jose,firstClass,1465.02,9.3,3897,Rainbow,2024-02-29
1053,88,New York,Philadelphia,firstClass,2422.95,11.23,4751,SkyWay,2023-12-10
1054,411,Columbus,San Diego,business,1192.09,8.2,3706,SkyWay,2023-02-22
1055,265,Columbus,Phoenix,business,928.41,9.36,3698,CloudFy,2023-11-22
1056,432,Columbus,San Diego,economic,242.2,4.32,1534,AirGo,2024-02-06
1057,6,Dallas,Miami,economic,394.5,7.09,3141,JetSet,2024-03-23
1058,13,Miami,Phoenix,economic,617.77,11.79,4953,JetSet,2024-01-27
1059,153,Phoenix,Seattle,business,1108.44,7.65,3433,CloudFy,2023-08-16
1060,43,Boston,San Diego,business,1165.03,8.85,3597,CloudFy,2023-10-09
1061,73,New York,Atlanta,economic,219.3,4.0,1408,FlyingDrops,2023-04-20
1062,201,Dallas,Philadelphia,economic,160.53,3.51,1133,Rainbow,2023-08-01
1063,352,Seattle,New York,firstClass,568.39,3.43,1102,Cloudy,2023-08-04
1064,463,Fort Worth,Austin,business,1056.51,10.1,4193,CloudFy,2023-01-11
1065,308,Miami,Los Angeles,economic,493.01,8.61,3308,SkyWay,2024-09-20
1066,275,New York,San Antonio,business,656.15,7.06,2584,Rainbow,2023-01-31
1067,16,Denver,Boston,economic,288.16,6.34,2271,FlyingDrops,2023-08-11
1068,179,Phoenix,Dallas,economic,228.7,3.97,1536,JetSet,2023-04-05
1069,129,Boston,San Jose,firstClass,2681.54,10.28,4561,CloudFy,2023-07-17
1070,85,San Antonio,San Jose,firstClass,734.68,4.06,1342,AirGo,2023-11-16
1071,319,San Antonio,Denver,firstClass,2256.01,9.44,4154,Rainbow,2023-11-23
1072,420,Atlanta,Fort Worth,firstClass,980.73,5.62,2136,Rainbow,2024-10-09
1073,424,Charlotte,Philadelphia,economic,677.98,10.26,4689,JetSet,2024-09-10
1074,405,Denver,Jacksonville,firstClass,414.99,2.16,745,CloudFy,2024-03-15
1075,63,Jacksonville,San Diego,economic,321.92,6.01,2262,Rainbow,2023-11-18
1076,461,Austin,New York,business,990.52,7.21,3194,CloudFy,2023-11-26
1077,288,Boston,Chicago,firstClass,1393.53,7.05,2823,FlyingDrops,2023-04-16
1078,102,Atlanta,Chicago,business,1147.77,9.43,3954,CloudFy,2023-11-24
1079,232,Los Angeles,Denver,firstClass,414.81,3.75,883,CloudFy,2023-05-08
1080,330,Atlanta,Austin,business,829.7,8.13,3636,AirGo,2023-01-19
1081,459,Miami,New York,firstClass,1676.3,6.35,2829,SkyWay,2023-02-07
1082,371,Denver,Los Angeles,firstClass,250.92,1.87,633,FlyingDrops,2024-03-01
1083,314,Dallas,Jacksonville,firstClass,2075.76,8.18,3779,Rainbow,2024-05-20
1084,432,Fort Worth,San Jose,business,1356.28,9.69,4223,FlyingDrops,2023-05-05
1085,166,Atlanta,Houston,economic,281.66,5.24,2335,AirGo,2023-04-18
1086,418,Columbus,San Diego,economic,212.62,3.23,1221,SkyWay,2024-01-13
1087,136,New York,Chicago,firstClass,501.07,2.37,852,FlyingDrops,2023-03-18
1088,65,Atlanta,Fort Worth,firstClass,959.39,5.68,1895,FlyingDrops,2023-05-03
1089,296,Phoenix,Atlanta,firstClass,2048.37,9.82,4160,Cloudy,2023-09-04
1090,365,Seattle,Dallas,firstClass,1934.63,9.75,4454,Rainbow,2023-10-31
1091,31,Jacksonville,Miami,economic,272.18,5.91,2186,CloudFy,2024-05-21
1092,417,New York,San Diego,firstClass,1456.19,8.09,3654,SkyWay,2023-08-02
1093,55,Denver,Boston,firstClass,1595.53,7.67,3054,CloudFy,2024-05-31
1094,97,San Diego,Fort Worth,firstClass,2063.17,10.21,4206,Rainbow,2024-02-14
1095,76,Dallas,Charlotte,economic,466.38,7.96,3016,Cloudy,2023-04-15
1096,244,Houston,Phoenix,economic,83.33,3.11,635,JetSet,2023-01-30
1097,221,Denver,Charlotte,firstClass,1334.34,6.03,2675,CloudFy,2023-12-29
1098,190,Phoenix,Columbus,business,938.65,9.32,4029,Rainbow,2023-10-07
1099,305,Los Angeles,Columbus,business,1003.79,8.71,3961,FlyingDrops,2023-06-30
1100,491,Denver,Seattle,business,941.78,8.77,4051,Rainbow,2023-09-12
1101,52,San Diego,Houston,economic,106.39,2.95,792,FlyingDrops,2024-06-28
1102,138,San Diego,Columbus,firstClass,2008.21,8.09,3718,Cloudy,2024-12-09
1103,376,San Antonio,Philadelphia,economic,543.39,8.15,3347,Rainbow,2023-10-22
1104,123,Houston,San Antonio,business,1554.46,10.42,4405,CloudFy,2024-12-05
1105,342,Austin,Chicago,economic,299.63,5.07,2034,Cloudy,2023-01-14
1106,348,Columbus,Austin,economic,337.8,5.87,1954,AirGo,2023-06-24
1107,24,New York,Fort Worth,firstClass,218.79,2.25,508,AirGo,2023-04-23
1108,387,New York,Atlanta,business,875.22,7.52,2881,CloudFy,2023-06-21
1109,132,Houston,Phoenix,firstClass,1755.54,7.68,3249,JetSet,2024-07-12
1110,171,Seattle,Dallas,firstClass,1934.58,9.04,4258,SkyWay,2024-12-28
1111,76,Atlanta,Seattle,economic,443.77,6.95,2711,Cloudy,2023-01-22
1112,499,San Diego,Phoenix,firstClass,2311.69,9.7,4578,Cloudy,2024-12-13
1113,56,Jacksonville,San Antonio,business,453.28,3.25,1231,FlyingDrops,2024-10-16
1114,201,Boston,Charlotte,business,631.82,4.76,1933,SkyWay,2023-12-06
1115,428,Columbus,Dallas,firstClass,1014.05,4.68,2061,SkyWay,2023-12-18
1116,475,Houston,Charlotte,firstClass,1982.24,7.62,3342,JetSet,2024-05-25
1117,341,Phoenix,Seattle,business,464.45,4.74,1730,CloudFy,2024-07-25
1118,112,San Jose,Denver,firstClass,389.49,3.76,1029,FlyingDrops,2023-02-11
1119,428,Miami,Houston,economic,656.19,9.96,4500,Rainbow,2024-11-07
1120,341,Los Angeles,San Jose,economic,562.85,8.55,3368,AirGo,2024-05-29
1121,300,Boston,Phoenix,economic,445.54,6.15,2717,Rainbow,2024-03-18
1122,327,San Jose,San Diego,economic,590.43,10.65,4376,Cloudy,2024-11-25
1123,289,Columbus,Fort Worth,economic,411.37,7.16,2640,Cloudy,2023-06-27
1124,155,Austin,Atlanta,economic,309.38,5.14,2134,FlyingDrops,2023-07-24
1125,50,Chicago,Austin,business,1203.53,9.87,4277,CloudFy,2024-03-23
1126,240,Denver,Charlotte,business,1004.96,7.39,3066,FlyingDrops,2024-01-02
1127,491,Columbus,Seattle,firstClass,2240.06,8.91,3860,AirGo,2023-01-28
1128,66,Columbus,Chicago,economic,460.9,7.63,2977,SkyWay,2024-01-18
1129,344,Boston,Atlanta,firstClass,434.62,3.51,938,Rainbow,2024-02-17
1130,55,Charlotte,Boston,firstClass,411.82,2.52,945,FlyingDrops,2024-10-27
1131,380,Atlanta,Houston,firstClass,2530.73,10.42,4444,SkyWay,2023-05-05
1132,70,Denver,Los Angeles,business,673.98,5.63,2179,CloudFy,2024-05-22
1133,320,Phoenix,Austin,business,1113.25,7.67,3046,JetSet,2024-05-11
1134,50,San Antonio,Houston,economic,86.4,1.73,500,CloudFy,2024-06-16
1135,475,San Antonio,Houston,firstClass,332.88,3.15,701,Rainbow,2023-02-26
1136,134,San Jose,Columbus,firstClass,1132.73,5.74,2007,AirGo,2024-07-13
1137,73,Atlanta,Charlotte,business,483.53,4.17,1509,AirGo,2023-07-09
1138,342,San Diego,Philadelphia,business,1478.81,10.76,4978,Rainbow,2023-10-24
1139,238,Miami,Seattle,firstClass,1465.05,6.59,2754,Cloudy,2023-04-20
1140,298,Columbus,Phoenix,economic,434.02,6.83,2821,FlyingDrops,2023-01-12
1141,142,Los Angeles,Seattle,economic,504.19,8.75,3405,Rainbow,2024-04-14
1142,200,Philadelphia,Fort Worth,business,1665.69,10.06,4622,SkyWay,2024-06-21
1143,236,Chicago,San Antonio,business,579.21,4.51,1740,JetSet,2023-12-14
1144,248,Phoenix,San Jose,business,701.23,7.85,2981,Cloudy,2024-10-22
1145,358,Seattle,Philadelphia,business,1413.65,10.97,4653,FlyingDrops,2023-05-13
1146,119,Miami,Atlanta,firstClass,1452.91,8.22,3807,Rainbow,2023-06-12
1147,54,Houston,Denver,business,1143.33,9.79,4402,CloudFy,2023-08-31
1148,227,Fort Worth,Charlotte,economic,127.76,3.43,1007,AirGo,2023-03-16
1149,327,Jacksonville,New York,economic,460.02,6.92,3130,SkyWay,2023-05-17
1150,104,Boston,San Antonio,economic,412.76,6.37,2568,JetSet,2023-08-19
1151,50,Philadelphia,Charlotte,business,474.42,4.78,2075,CloudFy,2024-11-15
1152,175,Los Angeles,Philadelphia,economic,530.87,8.55,3445,CloudFy,2023-03-15
1153,183,Denver,Seattle,economic,326.38,5.75,2199,SkyWay,2023-12-27
1154,292,Boston,Phoenix,economic,583.81,9.33,4095,Rainbow,2023-03-14
1155,277,Phoenix,Boston,firstClass,566.04,3.33,1326,FlyingDrops,2024-09-07
1156,496,New York,Dallas,firstClass,1165.7,6.2,2559,FlyingDrops,2023-06-11
1157,160,Chicago,Miami,business,903.54,6.73,2477,Cloudy,2024-05-27
1158,335,Atlanta,Los Angeles,business,514.68,4.19,1408,Rainbow,2023-09-27
1159,72,Los Angeles,Jacksonville,firstClass,1515.76,6.07,2637,CloudFy,2023-03-02
1160,464,Boston,Austin,business,238.3,2.87,1010,SkyWay,2024-07-31
1161,455,Los Angeles,Fort Worth,economic,612.72,9.22,3909,SkyWay,2023-03-24
1162,333,Seattle,Phoenix,firstClass,409.34,2.34,841,FlyingDrops,2023-08-19
1163,274,Columbus,Denver,firstClass,916.33,5.26,2365,SkyWay,2023-07-20
1164,65,Fort Worth,New York,business,1512.0,9.48,4449,Cloudy,2024-12-13
1165,181,Columbus,Miami,economic,251.36,4.05,1446,CloudFy,2024-01-12
1166,212,Austin,Charlotte,economic,380.68,5.75,2451,JetSet,2023-08-21
1167,40,Boston,Atlanta,economic,83.97,3.05,622,Rainbow,2023-02-28
1168,456,Phoenix,Seattle,economic,396.86,6.2,2815,CloudFy,2024-11-01
1169,40,San Jose,Phoenix,business,914.53,8.73,3758,FlyingDrops,2023-03-20
1170,366,Boston,San Antonio,firstClass,1945.59,8.69,3424,FlyingDrops,2024-03-30
1171,278,Jacksonville,Miami,firstClass,1087.99,6.29,2500,SkyWay,2024-12-15
1172,41,Houston,Los Angeles,firstClass,1990.17,9.29,3865,CloudFy,2023-10-14
1173,372,Phoenix,Boston,economic,397.67,7.61,2998,AirGo,2024-01-17
1174,11,Phoenix,Los Angeles,economic,604.51,9.69,4106,Cloudy,2023-04-27
1175,143,Los Angeles,San Jose,firstClass,2159.56,8.24,3647,AirGo,2023-03-03
1176,115,Atlanta,Fort Worth,firstClass,301.85,3.1,654,CloudFy,2023-02-15
1177,278,Fort Worth,Philadelphia,business,1306.29,9.36,4031,AirGo,2023-02-02
1178,111,Jacksonville,New York,business,1175.08,8.39,3254,AirGo,2024-08-28
1179,414,New York,Jacksonville,business,1388.4,9.91,4055,Rainbow,2023-02-28
1180,218,Boston,Fort Worth,business,1043.7,7.5,2854,SkyWay,2024-04-19
1181,68,Miami,Denver,firstClass,879.15,5.6,1831,Rainbow,2023-09-01
1182,203,Dallas,San Jose,economic,350.85,6.75,2547,Rainbow,2024-08-07
1183,7,Atlanta,Dallas,firstClass,1488.38,6.89,2701,Rainbow,2024-09-14
1184,237,San Jose,Atlanta,business,1101.84,8.01,3129,Rainbow,2024-03-30
1185,112,Charlotte,New York,firstClass,387.89,3.55,803,Cloudy,2024-07-23
1186,226,Los Angeles,Atlanta,economic,423.13,7.37,2764,CloudFy,2023-03-07
1187,447,Dallas,San Jose,firstClass,2353.63,9.8,4554,SkyWay,2023-05-31
1188,297,Los Angeles,Dallas,economic,122.58,2.41,815,FlyingDrops,2024-03-26
1189,500,Los Angeles,Miami,business,786.28,5.33,2367,FlyingDrops,2023-09-23
1190,260,New York,Fort Worth,business,240.28,3.13,866,Cloudy,2023-03-21
1191,213,Houston,Boston,economic,376.46,5.69,2441,Rainbow,2024-11-28
1192,500,Columbus,San Jose,economic,117.44,2.39,702,Cloudy,2023-12-10
1193,467,Jacksonville,Denver,firstClass,290.7,2.25,755,SkyWay,2023-06-03
1194,402,New York,Phoenix,business,673.21,6.18,2232,SkyWay,2024-06-04
1195,41,Jacksonville,San Antonio,firstClass,313.52,3.02,767,Rainbow,2024-10-26
1196,434,San Diego,Atlanta,business,1526.47,11.58,4991,SkyWay,2023-05-05
1197,429,Los Angeles,Denver,business,1307.11,10.87,4796,SkyWay,2023-07-19
1198,234,San Jose,San Diego,firstClass,1481.98,6.68,2491,FlyingDrops,2023-08-25
1199,40,Houston,Dallas,firstClass,1752.29,8.76,3858,FlyingDrops,2024-06-01
1200,474,Seattle,San Diego,firstClass,2206.31,8.71,3931,SkyWay,2023-05-09
1201,161,San Diego,Charlotte,business,561.68,4.67,1631,Rainbow,2023-12-16
1202,452,Chicago,Charlotte,firstClass,2339.84,11.25,4637,AirGo,2024-10-09
1203,365,San Antonio,Philadelphia,firstClass,294.18,2.0,627,Cloudy,2024-07-21
1204,68,Houston,Philadelphia,economic,524.49,8.6,4034,SkyWay,2023-03-16
1205,365,Denver,Fort Worth,firstClass,1809.21,7.5,3402,FlyingDrops,2023-09-05
1206,487,Houston,Jacksonville,firstClass,532.32,4.76,1382,Cloudy,2023-12-30
1207,376,Columbus,Seattle,business,1206.73,9.07,4069,CloudFy,2023-05-18
1208,346,Miami,Denver,economic,271.86,5.34,1747,JetSet,2024-01-14
1209,484,Charlotte,Fort Worth,firstClass,2199.74,8.95,4092,AirGo,2023-10-14
1210,297,Houston,Dallas,firstClass,2279.26,10.09,4541,SkyWay,2024-06-21
1211,22,Columbus,San Jose,firstClass,1513.61,8.27,3646,AirGo,2023-05-27
1212,178,San Antonio,Charlotte,business,881.84,6.92,2779,FlyingDrops,2023-04-12
1213,148,Philadelphia,Houston,firstClass,1166.65,6.72,2743,FlyingDrops,2023-06-23
1214,387,Atlanta,Houston,economic,368.37,6.28,2782,CloudFy,2024-06-04
1215,190,New York,Chicago,business,1108.75,11.51,4906,CloudFy,2023-01-27
1216,471,San Jose,Atlanta,firstClass,2328.86,9.57,4144,Rainbow,2023-10-30
1217,375,Houston,Seattle,firstClass,2585.59,9.97,4540,JetSet,2023-10-13
1218,172,Houston,Fort Worth,economic,324.21,6.24,2322,FlyingDrops,2024-06-03
1219,222,Charlotte,Boston,business,301.08,3.77,1106,Rainbow,2023-02-09
1220,71,Denver,Austin,economic,124.69,3.51,791,SkyWay,2023-09-09
1221,376,Fort Worth,San Diego,business,520.7,5.1,2102,Cloudy,2023-07-11
1222,2,San Jose,Phoenix,economic,210.17,4.38,1226,Cloudy,2023-08-08
1223,135,Chicago,Denver,business,509.65,5.98,2208,SkyWay,2024-12-05
1224,450,Fort Worth,Atlanta,economic,535.0,7.94,3356,FlyingDrops,2023-07-04
1225,183,San Diego,Austin,business,1429.14,10.18,4473,SkyWay,2024-09-04
1226,215,Seattle,San Jose,economic,396.35,5.25,2293,Cloudy,2023-10-22
1227,339,Austin,San Diego,business,1172.95,8.63,3980,Rainbow,2023-11-23
1228,308,Jacksonville,Columbus,business,460.92,4.76,1549,Cloudy,2024-05-15
1229,32,San Diego,New York,firstClass,1549.61,6.65,2694,SkyWay,2024-02-23
1230,205,Austin,Dallas,business,1074.05,7.32,3101,FlyingDrops,2024-03-11
1231,230,Los Angeles,San Jose,firstClass,1282.17,5.6,2293,Cloudy,2023-11-12
1232,313,San Diego,Atlanta,economic,770.42,10.59,4891,FlyingDrops,2024-09-20
1233,171,Phoenix,Miami,economic,84.28,3.05,672,FlyingDrops,2024-12-22
1234,81,Boston,Chicago,business,252.22,3.08,903,AirGo,2023-07-23
1235,170,Boston,Fort Worth,business,592.62,5.69,2378,Cloudy,2024-01-18
1236,387,San Antonio,Miami,business,584.55,6.98,2537,SkyWay,2023-01-21
1237,118,Houston,Boston,firstClass,1961.84,9.51,4472,JetSet,2023-01-25
1238,68,San Diego,Los Angeles,firstClass,695.55,4.74,1512,AirGo,2024-02-15
1239,11,Dallas,Chicago,economic,179.24,3.47,1105,Rainbow,2024-03-01
1240,402,Boston,Phoenix,economic,579.09,8.2,3704,FlyingDrops,2023-11-16
1241,136,Columbus,Boston,business,203.04,2.34,691,JetSet,2023-04-13
1242,288,Miami,Seattle,firstClass,1226.14,6.91,2885,FlyingDrops,2024-02-21
1243,373,Seattle,San Jose,business,1374.53,11.0,4868,Cloudy,2024-05-23
1244,204,Jacksonville,Miami,business,432.3,3.95,1387,AirGo,2023-01-26
1245,74,San Diego,Seattle,firstClass,2288.99,10.15,4405,AirGo,2023-12-07
1246,128,Chicago,Phoenix,business,690.87,4.58,1886,Rainbow,2024-08-30
1247,31,Phoenix,Columbus,business,1536.8,10.04,4379,AirGo,2023-08-27
1248,165,Seattle,Dallas,firstClass,1716.87,7.71,3051,JetSet,2023-02-07
1249,280,Miami,Columbus,economic,445.65,6.93,2696,Cloudy,2024-05-15
1250,472,Austin,San Diego,firstClass,2099.91,10.12,4279,Rainbow,2023-03-25
1251,86,Columbus,Chicago,firstClass,634.49,4.72,1542,CloudFy,2023-05-05
1252,250,Charlotte,Houston,economic,626.18,9.19,3974,CloudFy,2024-06-21
1253,369,Boston,Columbus,firstClass,271.97,2.1,575,JetSet,2023-10-29
1254,268,Dallas,Boston,firstClass,1461.33,8.43,3544,JetSet,2023-10-25
1255,475,San Antonio,Fort Worth,business,656.36,6.32,2558,JetSet,2023-12-05
1256,241,Phoenix,San Antonio,business,1259.3,9.28,4381,Rainbow,2023-06-03
1257,170,New York,Austin,business,487.0,4.87,2037,Rainbow,2024-04-14
1258,177,Los Angeles,Seattle,business,570.72,4.16,1781,JetSet,2023-08-20
1259,374,New York,San Diego,firstClass,1612.87,7.39,2828,FlyingDrops,2024-08-21
1260,79,Jacksonville,Columbus,firstClass,2074.31,11.33,4932,Rainbow,2024-08-29
1261,301,San Antonio,San Jose,economic,338.53,6.65,2653,JetSet,2024-06-18
1262,343,Fort Worth,Austin,business,929.92,7.49,2771,Cloudy,2024-09-22
1263,76,San Antonio,Philadelphia,economic,301.03,6.78,2399,CloudFy,2024-09-21
1264,262,Philadelphia,Denver,economic,560.94,6.91,3148,AirGo,2023-05-21
1265,124,Charlotte,Columbus,business,1309.45,9.72,4364,SkyWay,2023-05-01
1266,272,Fort Worth,Columbus,firstClass,2472.37,9.8,4386,Rainbow,2023-11-21
1267,227,Atlanta,San Antonio,economic,472.84,7.12,2775,Cloudy,2024-07-27
1268,438,Dallas,Houston,business,1023.42,9.61,4066,Cloudy,2024-01-10
1269,101,Jacksonville,Charlotte,economic,269.85,5.2,2064,Cloudy,2023-01-11
1270,469,Jacksonville,Boston,economic,76.14,2.47,545,FlyingDrops,2024-01-13
1271,204,Denver,New York,business,728.44,6.02,2736,Rainbow,2024-05-05
1272,312,Dallas,San Jose,business,337.35,3.89,968,JetSet,2024-04-27
1273,414,Charlotte,Denver,economic,695.46,10.38,4378,Rainbow,2024-07-12
1274,43,Los Angeles,Fort Worth,economic,229.1,5.07,1754,Cloudy,2023-05-15
1275,437,Houston,Los Angeles,firstClass,573.71,2.99,1010,CloudFy,2023-10-12
1276,370,Atlanta,New York,firstClass,1277.22,8.03,3092,FlyingDrops,2024-08-23
1277,34,Denver,New York,business,1236.25,8.73,3802,CloudFy,2023-03-04
1278,312,Denver,Phoenix,business,782.41,5.99,2684,CloudFy,2023-10-10
1279,175,Denver,Columbus,economic,80.81,2.02,526,Cloudy,2023-05-01
1280,374,Miami,Chicago,business,1556.72,9.22,4292,Rainbow,2023-07-06
1281,327,Philadelphia,Jacksonville,business,227.96,2.98,664,FlyingDrops,2023-08-11
1282,383,Charlotte,Chicago,business,824.7,6.0,2521,AirGo,2023-07-15
1283,290,Phoenix,Austin,economic,471.36,8.77,3607,FlyingDrops,2023-05-24
1284,133,Columbus,San Diego,economic,357.13,7.29,2734,JetSet,2023-10-30
1285,268,Charlotte,Dallas,economic,640.02,10.06,4513,Cloudy,2024-10-19
1286,223,Philadelphia,Los Angeles,business,1135.41,8.05,3659,FlyingDrops,2024-12-20
1287,47,San Jose,San Antonio,firstClass,2508.24,10.58,4626,SkyWay,2023-10-03
1288,338,San Antonio,San Jose,economic,759.29,9.55,4331,JetSet,2024-06-13
1289,338,Philadelphia,Denver,economic,615.89,10.03,4327,SkyWay,2024-01-22
1290,82,Los Angeles,Jacksonville,business,481.92,4.16,1356,Cloudy,2023-01-09
1291,240,Seattle,Austin,firstClass,601.33,3.42,1320,SkyWay,2023-06-16
1292,243,Philadelphia,New York,firstClass,2252.02,9.87,4239,AirGo,2024-02-13
1293,154,San Diego,San Jose,business,1057.79,8.52,3557,Rainbow,2024-02-15
1294,206,San Diego,Boston,economic,537.57,9.03,3948,SkyWay,2024-08-14
1295,483,New York,San Antonio,business,666.93,5.61,1863,SkyWay,2024-12-15
1296,497,San Antonio,Atlanta,economic,261.68,4.62,1564,Rainbow,2023-02-25
1297,76,San Jose,Phoenix,firstClass,2037.54,9.61,4257,CloudFy,2024-11-05
1298,47,Philadelphia,Austin,firstClass,657.74,3.09,1158,JetSet,2024-03-23
1299,242,San Diego,Phoenix,business,887.33,7.64,3565,SkyWay,2023-04-13
1300,199,Fort Worth,San Antonio,firstClass,1912.43,8.91,3582,CloudFy,2023-04-09
1301,306,Austin,Phoenix,firstClass,1778.5,8.21,3179,Cloudy,2024-03-10
1302,114,Boston,Chicago,firstClass,2669.85,10.5,4500,SkyWay,2023-01-28
1303,307,Philadelphia,Dallas,firstClass,1942.31,7.94,3467,AirGo,2024-09-17
1304,155,Fort Worth,Chicago,business,603.62,5.48,2384,Cloudy,2023-08-05
1305,346,Chicago,Jacksonville,firstClass,866.38,5.08,1973,AirGo,2024-02-01
1306,428,Seattle,Los Angeles,firstClass,1837.02,8.68,3954,Rainbow,2024-06-13
1307,83,Charlotte,Chicago,firstClass,619.79,4.14,1330,FlyingDrops,2023-01-13
1308,492,Phoenix,Atlanta,business,826.46,8.82,3645,JetSet,2024-10-31
1309,310,Fort Worth,Charlotte,economic,490.45,7.1,2981,AirGo,2023-04-29
1310,58,Charlotte,Boston,firstClass,2473.86,10.33,4379,AirGo,2024-01-09
1311,173,Philadelphia,Charlotte,business,862.92,9.09,3641,JetSet,2023-01-08
1312,223,Miami,Dallas,economic,772.14,11.16,4718,Rainbow,2024-04-10
1313,456,Charlotte,San Jose,economic,220.68,4.79,1495,SkyWay,2023-02-21
1314,278,Jacksonville,Dallas,firstClass,1787.16,8.04,3264,FlyingDrops,2023-01-25
1315,19,Philadelphia,Austin,firstClass,1754.53,8.36,3916,SkyWay,2024-10-13
1316,44,Houston,Fort Worth,business,227.26,2.89,799,SkyWay,2023-06-29
1317,177,Houston,Philadelphia,business,487.8,4.82,1684,Cloudy,2023-10-09
1318,191,Atlanta,San Diego,business,1106.49,10.93,4788,Rainbow,2023-12-01
